MSN,YYYYMM,Value,Column_Order,Description,Unit,Y,M
SOT5BUS,201609,33.559,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2016,9
SOT5BUS,201610,29.461,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2016,10
SOT5BUS,201611,25.546,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2016,11
SOT5BUS,201612,22.374,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2016,12
SOT5BUS,201701,19.867,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2017,1
SOT5BUS,201702,23.049,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2017,2
SOT5BUS,201703,40.922,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2017,3
SOT5BUS,201704,44.075,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2017,4
SOT5BUS,201705,53.235,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2017,5
SOT5BUS,201706,57.721,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2017,6
SOT5BUS,201707,50.818,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2017,7
SOT5BUS,201708,49.865,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2017,8
SOT5BUS,201709,47.709,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2017,9
SOT5BUS,201710,44.592,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2017,10
SOT5BUS,201711,28.808,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2017,11
SOT5BUS,201712,28.245,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2017,12
SOT5BUS,201801,30.115,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2018,1
SOT5BUS,201802,37.274,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2018,2
SOT5BUS,201803,47.076,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2018,3
SOTCBUS,201201,7.174,11,Solar Energy Consumption,Trillion Btu,2012,1
SOTCBUS,201202,8.042,11,Solar Energy Consumption,Trillion Btu,2012,2
SOTCBUS,201203,11.508,11,Solar Energy Consumption,Trillion Btu,2012,3
SOTCBUS,201204,13.291,11,Solar Energy Consumption,Trillion Btu,2012,4
SOTCBUS,201205,15.727,11,Solar Energy Consumption,Trillion Btu,2012,5
SOTCBUS,201206,16.442,11,Solar Energy Consumption,Trillion Btu,2012,6
SOTCBUS,201207,16.844,11,Solar Energy Consumption,Trillion Btu,2012,7
SOTCBUS,201208,16.261,11,Solar Energy Consumption,Trillion Btu,2012,8
SOTCBUS,201209,15.186,11,Solar Energy Consumption,Trillion Btu,2012,9
SOTCBUS,201210,13.973,11,Solar Energy Consumption,Trillion Btu,2012,10
SOTCBUS,201211,11.399,11,Solar Energy Consumption,Trillion Btu,2012,11
SOTCBUS,201212,11.002,11,Solar Energy Consumption,Trillion Btu,2012,12
SOTCBUS,201301,10.449,11,Solar Energy Consumption,Trillion Btu,2013,1
SOTCBUS,201302,12.205,11,Solar Energy Consumption,Trillion Btu,2013,2
SOTCBUS,201303,17.039,11,Solar Energy Consumption,Trillion Btu,2013,3
SOTCBUS,201304,18.627,11,Solar Energy Consumption,Trillion Btu,2013,4
SOTCBUS,201305,20.722,11,Solar Energy Consumption,Trillion Btu,2013,5
SOTCBUS,201306,21.97,11,Solar Energy Consumption,Trillion Btu,2013,6
SOTCBUS,201307,22.251,11,Solar Energy Consumption,Trillion Btu,2013,7
SOTCBUS,201308,23.201,11,Solar Energy Consumption,Trillion Btu,2013,8
SOTCBUS,201309,21.998,11,Solar Energy Consumption,Trillion Btu,2013,9
SOTCBUS,201310,21.221,11,Solar Energy Consumption,Trillion Btu,2013,10
SOTCBUS,201311,17.543,11,Solar Energy Consumption,Trillion Btu,2013,11
SOTCBUS,201312,17.297,11,Solar Energy Consumption,Trillion Btu,2013,12
SOTCBUS,201401,16.515,11,Solar Energy Consumption,Trillion Btu,2014,1
SOTCBUS,201402,17.91,11,Solar Energy Consumption,Trillion Btu,2014,2
SOTCBUS,201403,26.148,11,Solar Energy Consumption,Trillion Btu,2014,3
SOTCBUS,201404,28.987,11,Solar Energy Consumption,Trillion Btu,2014,4
SOTCBUS,201405,33.04,11,Solar Energy Consumption,Trillion Btu,2014,5
SOTCBUS,201406,34.82,11,Solar Energy Consumption,Trillion Btu,2014,6
SOTCBUS,201407,34.25,11,Solar Energy Consumption,Trillion Btu,2014,7
SOTCBUS,201408,34.982,11,Solar Energy Consumption,Trillion Btu,2014,8
SOTCBUS,201409,33.14,11,Solar Energy Consumption,Trillion Btu,2014,9
SOTCBUS,201410,30.819,11,Solar Energy Consumption,Trillion Btu,2014,10
SOTCBUS,201411,25.012,11,Solar Energy Consumption,Trillion Btu,2014,11
SOTCBUS,201412,21.317,11,Solar Energy Consumption,Trillion Btu,2014,12
SOTCBUS,201501,20.995,11,Solar Energy Consumption,Trillion Btu,2015,1
SOTCBUS,201502,25.004,11,Solar Energy Consumption,Trillion Btu,2015,2
SOTCBUS,201503,34.845,11,Solar Energy Consumption,Trillion Btu,2015,3
SOTCBUS,201504,39.485,11,Solar Energy Consumption,Trillion Btu,2015,4
SOTCBUS,201505,42.436,11,Solar Energy Consumption,Trillion Btu,2015,5
SOTCBUS,201506,43.128,11,Solar Energy Consumption,Trillion Btu,2015,6
SOTCBUS,201507,44.854,11,Solar Energy Consumption,Trillion Btu,2015,7
SOTCBUS,201508,45.162,11,Solar Energy Consumption,Trillion Btu,2015,8
SOTCBUS,201509,38.882,11,Solar Energy Consumption,Trillion Btu,2015,9
SOTCBUS,201510,34.208,11,Solar Energy Consumption,Trillion Btu,2015,10
SOTCBUS,201511,29.576,11,Solar Energy Consumption,Trillion Btu,2015,11
SOTCBUS,201512,27.154,11,Solar Energy Consumption,Trillion Btu,2015,12
SOTCBUS,201601,25.996,11,Solar Energy Consumption,Trillion Btu,2016,1
SOTCBUS,201602,35.041,11,Solar Energy Consumption,Trillion Btu,2016,2
SOTCBUS,201603,43.282,11,Solar Energy Consumption,Trillion Btu,2016,3
SOTCBUS,201604,47.932,11,Solar Energy Consumption,Trillion Btu,2016,4
SOTCBUS,201605,55.174,11,Solar Energy Consumption,Trillion Btu,2016,5
SOTCBUS,201606,56.232,11,Solar Energy Consumption,Trillion Btu,2016,6
SOTCBUS,201607,61.492,11,Solar Energy Consumption,Trillion Btu,2016,7
SOTCBUS,201608,60.982,11,Solar Energy Consumption,Trillion Btu,2016,8
SOTCBUS,201609,55.312,11,Solar Energy Consumption,Trillion Btu,2016,9
SOTCBUS,201610,48.917,11,Solar Energy Consumption,Trillion Btu,2016,10
SOTCBUS,201611,41.301,11,Solar Energy Consumption,Trillion Btu,2016,11
SOTCBUS,201612,37.004,11,Solar Energy Consumption,Trillion Btu,2016,12
SOTCBUS,201701,34.568,11,Solar Energy Consumption,Trillion Btu,2017,1
SOTCBUS,201702,39.401,11,Solar Energy Consumption,Trillion Btu,2017,2
SOTCBUS,201703,64.409,11,Solar Energy Consumption,Trillion Btu,2017,3
SOTCBUS,201704,70.208,11,Solar Energy Consumption,Trillion Btu,2017,4
SOTCBUS,201705,82.084,11,Solar Energy Consumption,Trillion Btu,2017,5
SOTCBUS,201706,87.309,11,Solar Energy Consumption,Trillion Btu,2017,6
SOTCBUS,201707,81.295,11,Solar Energy Consumption,Trillion Btu,2017,7
SOTCBUS,201708,79.435,11,Solar Energy Consumption,Trillion Btu,2017,8
SOTCBUS,201709,74.195,11,Solar Energy Consumption,Trillion Btu,2017,9
SOTCBUS,201710,68.26,11,Solar Energy Consumption,Trillion Btu,2017,10
SOTCBUS,201711,47.416,11,Solar Energy Consumption,Trillion Btu,2017,11
SOTCBUS,201712,45.697,11,Solar Energy Consumption,Trillion Btu,2017,12
SOTCBUS,201801,48.632,11,Solar Energy Consumption,Trillion Btu,2018,1
SOTCBUS,201802,57.253,11,Solar Energy Consumption,Trillion Btu,2018,2
SOTCBUS,201803,74.537,11,Solar Energy Consumption,Trillion Btu,2018,3
